Station,Distance,Sample_Count,MSE,MAE,MAE_Percentage,Correlation
5,95,1205,0.012609841839167277,0.09431714078651961,34.5255275547381,0.08961899360334485
5,100,1206,0.012620403476655643,0.09437094744147827,34.53420007871952,0.09214651914566944
5,105,1207,0.01263151246475215,0.09442642710943618,34.55254376196924,0.09130531556621463
5,110,1226,0.012548070121499015,0.09397310782928917,34.412027525716645,0.08322654471762447
5,115,1233,0.012556425146693717,0.09406265850125048,34.44586626995921,0.08174671489070452
5,120,1243,0.01248761067812234,0.09366333936608355,34.32245627789263,0.07864800995683109
5,125,1247,0.012518444162585084,0.09383771594924499,34.373043999650484,0.07784608091950646
5,130,1251,0.01256979414063456,0.09407125595420344,34.43066131064192,0.07697683098045749
5,135,1255,0.012593933179093745,0.09417485044253002,34.43976055545602,0.08164844264690145
5,140,1257,0.012574281784908891,0.09404770085020565,34.39782177885917,0.08114554182691223
5,145,1257,0.012574281784908891,0.09404770085020565,34.39782177885917,0.08114554182691223
5,150,1261,0.012582826606637974,0.09409974888345903,34.421610316426516,0.08151383914083095
5,155,1264,0.012570699994362973,0.09405496380435799,34.41227851166081,0.08088132018635873
5,160,1267,0.012559322187985774,0.09402206940176942,34.411415346183425,0.08186538498415605
6,10,1033,0.0031589144210937823,0.048393366044025464,49.87105139973202,0.2740778875261618
6,15,1053,0.0032036096125566444,0.048779543998238334,50.36572909146438,0.27173546364685414
6,20,1054,0.003202155168745323,0.048772042808486675,50.35930826310435,0.272494448155674
6,25,1068,0.003196093135278419,0.048656998392769935,50.35809629942324,0.2699179339997733
6,30,1078,0.0031941605908136026,0.04865611797787102,50.37275761271766,0.26766876370454823
6,35,1090,0.003183882856393709,0.04852421651389446,50.187298688570436,0.2655049965821574
6,40,1092,0.0031850168604892017,0.04854497169732445,50.20386180647147,0.2655710263899422
6,45,1114,0.0031695528433303586,0.04845434948546825,50.05853946411185,0.2613247031359234
6,50,1130,0.0031462045230780094,0.048217299138771354,49.82501634224818,0.25724228389659315
6,55,1137,0.0031449889635884075,0.04822151418658308,49.873038614632456,0.25850799003561375
