Parameter,Start Timestamp,End Timestamp,Number Missing
Srad,2016-08-14 13:00:00,2016-08-14 13:00:00,1
Srad,2016-08-19 13:00:00,2016-08-19 14:00:00,2
Srad,2016-08-22 13:00:00,2016-08-22 13:00:00,1
Srad,2016-08-29 12:00:00,2016-08-29 12:00:00,1
Srad,2016-08-30 13:00:00,2016-08-30 13:00:00,1
Srad,2016-08-31 13:00:00,2016-08-31 13:00:00,1
Srad,2016-10-01 14:00:00,2016-10-01 14:00:00,1
Srad,2019-11-19 09:00:00,2019-11-19 09:00:00,1
T_5,2019-11-19 09:00:00,2019-11-19 09:00:00,1
Wind direction,2019-11-19 09:00:00,2019-11-19 09:00:00,1
Tair,2019-11-19 09:00:00,2019-11-19 09:00:00,1
RH,2019-11-19 09:00:00,2019-11-19 09:00:00,1
