Station2,Custom AR,Sat_SM_AMSR,mae,Tair,0.0313
Station2,Custom AR,Sat_SM_AMSR,mae,RH,0.0222
Station2,Custom AR,Sat_SM_AMSR,mae,Windspeed,0.0210
Station2,Custom AR,Sat_SM_AMSR,mae,Winddirection,0.0026
Station2,Custom AR,Sat_SM_AMSR,mae,Srad,0.0192
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,Ppt,0.0655
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,Tair,3.1337
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,RH,2.2216
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,Windspeed,2.1017
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,Winddirection,0.2553
Station2,Custom AR,Sat_SM_AMSR,mae_percentage,Srad,1.9154
Station2,Custom AR,Sat_SM_AMSR,r2,Ppt,0.0007
Station2,Custom AR,Sat_SM_AMSR,r2,Tair,0.0473
Station2,Custom AR,Sat_SM_AMSR,r2,RH,0.0473
Station2,Custom AR,Sat_SM_AMSR,r2,Windspeed,0.0307
Station2,Custom AR,Sat_SM_AMSR,r2,Winddirection,0.0024
Station2,Custom AR,Sat_SM_AMSR,r2,Srad,0.0278
Station2,Custom AR,Sat_SM_SMAP,performance,0.4436,0.4741,47.4095,0.5565
Station2,Custom AR,Sat_SM_AMSR,performance,0.9527,0.6832,68.3234,0.0473
Station3,RNN,Sat_SM_SMAP,mse,Ppt,0.0883
Station3,RNN,Sat_SM_SMAP,mse,Tair,0.0176
Station3,RNN,Sat_SM_SMAP,mse,RH,0.0358
Station3,RNN,Sat_SM_SMAP,mse,Windspeed,-0.0318
Station3,RNN,Sat_SM_SMAP,mse,Winddirection,0.0289
Station3,RNN,Sat_SM_SMAP,mse,Srad,0.0636
Station3,RNN,Sat_SM_SMAP,mae,Ppt,0.0570
Station3,RNN,Sat_SM_SMAP,mae,Tair,0.0232
Station3,RNN,Sat_SM_SMAP,mae,RH,0.0364
Station3,RNN,Sat_SM_SMAP,mae,Windspeed,-0.0048
Station3,RNN,Sat_SM_SMAP,mae,Winddirection,0.0289
Station3,RNN,Sat_SM_SMAP,mae,Srad,0.0405
Station3,RNN,Sat_SM_SMAP,mae_percentage,Ppt,5.7724
Station3,RNN,Sat_SM_SMAP,mae_percentage,Tair,2.3506
Station3,RNN,Sat_SM_SMAP,mae_percentage,RH,3.6854
Station3,RNN,Sat_SM_SMAP,mae_percentage,Windspeed,-0.4826
Station3,RNN,Sat_SM_SMAP,mae_percentage,Winddirection,2.9319
Station3,RNN,Sat_SM_SMAP,mae_percentage,Srad,4.1019
Station3,RNN,Sat_SM_SMAP,r2,Ppt,-0.0906
Station3,RNN,Sat_SM_SMAP,r2,Tair,-0.0180
Station3,RNN,Sat_SM_SMAP,r2,RH,-0.0367
Station3,RNN,Sat_SM_SMAP,r2,Windspeed,0.0327
Station3,RNN,Sat_SM_SMAP,r2,Winddirection,-0.0296
Station3,RNN,Sat_SM_SMAP,r2,Srad,-0.0653
Station3,RNN,Sat_SM_AMSR,mse,Ppt,-0.0131
Station3,RNN,Sat_SM_AMSR,mse,Tair,-0.0275
Station3,RNN,Sat_SM_AMSR,mse,RH,-0.0124
Station3,RNN,Sat_SM_AMSR,mse,Windspeed,-0.0105
Station3,RNN,Sat_SM_AMSR,mse,Winddirection,-0.0304
Station3,RNN,Sat_SM_AMSR,mse,Srad,-0.0259
Station3,RNN,Sat_SM_AMSR,mae,Ppt,-0.0035
Station3,RNN,Sat_SM_AMSR,mae,Tair,-0.0168
Station3,RNN,Sat_SM_AMSR,mae,RH,0.0040
Station3,RNN,Sat_SM_AMSR,mae,Windspeed,-0.0017
Station3,RNN,Sat_SM_AMSR,mae,Winddirection,-0.0119
Station3,RNN,Sat_SM_AMSR,mae,Srad,-0.0147
Station3,RNN,Sat_SM_AMSR,mae_percentage,Ppt,-0.3709
Station3,RNN,Sat_SM_AMSR,mae_percentage,Tair,-1.7559
Station3,RNN,Sat_SM_AMSR,mae_percentage,RH,0.4211
Station3,RNN,Sat_SM_AMSR,mae_percentage,Windspeed,-0.1810
Station3,RNN,Sat_SM_AMSR,mae_percentage,Winddirection,-1.2417
Station3,RNN,Sat_SM_AMSR,mae_percentage,Srad,-1.5361
Station3,RNN,Sat_SM_AMSR,r2,Ppt,0.0022
Station3,RNN,Sat_SM_AMSR,r2,Tair,0.0180
Station3,RNN,Sat_SM_AMSR,r2,RH,0.0014
Station3,RNN,Sat_SM_AMSR,r2,Windspeed,0.0000
Station3,RNN,Sat_SM_AMSR,r2,Winddirection,0.0211
Station3,RNN,Sat_SM_AMSR,r2,Srad,0.0162
Station3,RNN,Sat_SM_SMAP,performance,0.8161,0.6826,69.1614,0.1621
Station3,RNN,Sat_SM_AMSR,performance,0.9221,0.6911,72.4093,0.0000
Station3,CNN,Sat_SM_SMAP,mse,Ppt,0.1787
Station3,CNN,Sat_SM_SMAP,mse,Tair,-0.0155
Station3,CNN,Sat_SM_SMAP,mse,RH,0.0198
Station3,CNN,Sat_SM_SMAP,mse,Windspeed,-0.0115
Station3,CNN,Sat_SM_SMAP,mse,Winddirection,0.0077
Station3,CNN,Sat_SM_SMAP,mse,Srad,0.0106
Station3,CNN,Sat_SM_SMAP,mae,Ppt,0.0953
Station3,CNN,Sat_SM_SMAP,mae,Tair,-0.0090
Station3,CNN,Sat_SM_SMAP,mae,RH,0.0217
Station3,CNN,Sat_SM_SMAP,mae,Windspeed,-0.0004
Station3,CNN,Sat_SM_SMAP,mae,Winddirection,0.0021
Station3,CNN,Sat_SM_SMAP,mae,Srad,0.0076
Station3,CNN,Sat_SM_SMAP,mae_percentage,Ppt,9.6582
Station3,CNN,Sat_SM_SMAP,mae_percentage,Tair,-0.9153
Station3,CNN,Sat_SM_SMAP,mae_percentage,RH,2.1988
Station3,CNN,Sat_SM_SMAP,mae_percentage,Windspeed,-0.0367
Station3,CNN,Sat_SM_SMAP,mae_percentage,Winddirection,0.2163
Station3,CNN,Sat_SM_SMAP,mae_percentage,Srad,0.7744
Station3,CNN,Sat_SM_SMAP,r2,Ppt,-0.1834
Station3,CNN,Sat_SM_SMAP,r2,Tair,0.0159
Station3,CNN,Sat_SM_SMAP,r2,RH,-0.0203
Station3,CNN,Sat_SM_SMAP,r2,Windspeed,0.0118
Station3,CNN,Sat_SM_SMAP,r2,Winddirection,-0.0079
